customer_simple_id,zip_code_prefix,customer_city,customer_state,simple_id
CUS126,86640,cafeara,PR,126
CUS127,91340,porto alegre,RS,127
CUS128,14600,sao joaquim da barra,SP,128
CUS129,85854,foz do iguacu,PR,129
CUS130,30421,belo horizonte,MG,130
CUS131,9862,sao bernardo do campo,SP,131
CUS132,24431,sao goncalo,RJ,132
CUS133,8686,suzano,SP,133
CUS134,7243,guarulhos,SP,134
CUS135,89120,timbo,SC,135
CUS136,88348,camboriu,SC,136
CUS137,95340,nova bassano,RS,137
CUS138,96215,rio grande,RS,138
CUS139,71665,brasilia,DF,139
CUS140,12929,braganca paulista,SP,140
CUS141,78600,barra do garcas,MT,141
CUS142,4960,sao paulo,SP,142
CUS143,6835,embu,SP,143
CUS144,9784,sao bernardo do campo,SP,144
CUS145,73020,brasilia,DF,145
CUS146,88840,urussanga,SC,146
CUS147,37589,silvianopolis,MG,147
CUS148,5874,sao paulo,SP,148
CUS149,39505,gameleiras,MG,149
CUS150,66050,belem,PA,150
CUS151,37701,pocos de caldas,MG,151
CUS152,32070,contagem,MG,152
CUS153,11065,santos,SP,153
CUS154,12970,piracaia,SP,154
CUS155,22251,rio de janeiro,RJ,155
CUS156,11035,santos,SP,156
CUS157,78557,sinop,MT,157
CUS158,11440,guaruja,SP,158
CUS159,6401,barueri,SP,159
CUS160,5590,sao paulo,SP,160
CUS161,95770,feliz,RS,161
CUS162,4679,sao paulo,SP,162
CUS163,30330,belo horizonte,MG,163
CUS164,12270,jambeiro,SP,164
CUS165,15050,sao jose do rio preto,SP,165
CUS166,35160,ipatinga,MG,166
CUS167,17602,tupa,SP,167
CUS168,4427,sao paulo,SP,168
CUS169,70750,brasilia,DF,169
CUS170,89031,blumenau,SC,170
CUS171,15275,moncoes,SP,171
CUS172,22290,rio de janeiro,RJ,172
CUS173,3563,sao paulo,SP,173
CUS174,88330,balneario camboriu,SC,174
CUS175,20030,rio de janeiro,RJ,175
CUS176,4723,sao paulo,SP,176
CUS177,65430,vargem grande,MA,177
CUS178,79130,rio brilhante,MS,178
CUS179,36855,eugenopolis,MG,179
CUS180,66055,belem,PA,180
CUS181,15054,sao jose do rio preto,SP,181
CUS182,13142,paulinia,SP,182
CUS183,3951,sao paulo,SP,183
CUS184,13214,jundiai,SP,184
CUS185,3127,sao paulo,SP,185
CUS186,9030,santo andre,SP,186
CUS187,12240,sao jose dos campos,SP,187
CUS188,22251,rio de janeiro,RJ,188
CUS189,13045,campinas,SP,189
CUS190,30830,belo horizonte,MG,190
CUS191,86806,apucarana,PR,191
CUS192,52070,recife,PE,192
CUS193,6290,osasco,SP,193
CUS194,13270,valinhos,SP,194
CUS195,9040,santo andre,SP,195
CUS196,69049,manaus,AM,196
CUS197,95595,cidreira,RS,197
CUS198,20561,rio de janeiro,RJ,198
CUS199,97700,santiago,RS,199
CUS200,8340,sao paulo,SP,200
CUS201,97340,sao sepe,RS,201
CUS202,78580,alta floresta,MT,202
CUS203,7191,guarulhos,SP,203
CUS204,54430,jaboatao dos guararapes,PE,204
CUS205,5451,sao paulo,SP,205
CUS206,29395,ibatiba,ES,206
CUS207,13188,hortolandia,SP,207
CUS208,2376,sao paulo,SP,208
CUS209,6719,cotia,SP,209
CUS210,27915,macae,RJ,210
CUS211,89868,saudades,SC,211
CUS212,22220,rio de janeiro,RJ,212
CUS213,68908,macapa,AP,213
CUS214,18160,salto de pirapora,SP,214
CUS215,6764,taboao da serra,SP,215
CUS216,75570,bom jesus,GO,216
CUS217,95124,caxias do sul,RS,217
CUS218,38415,uberlandia,MG,218
CUS219,18900,santa cruz do rio pardo,SP,219
CUS220,9950,diadema,SP,220
CUS221,45320,santa ines,BA,221
CUS222,23075,rio de janeiro,RJ,222
CUS223,48700,serrinha,BA,223
CUS224,18112,votorantim,SP,224
CUS225,13185,hortolandia,SP,225
CUS226,27580,itatiaia,RJ,226
CUS227,25245,duque de caxias,RJ,227
CUS228,28375,varre-sai,RJ,228
CUS229,21615,rio de janeiro,RJ,229
CUS230,95095,caxias do sul,RS,230
CUS231,20250,rio de janeiro,RJ,231
CUS232,29101,vila velha,ES,232
CUS233,13053,campinas,SP,233
CUS234,23860,mangaratiba,RJ,234
CUS235,12942,atibaia,SP,235
CUS236,5450,sao paulo,SP,236
CUS237,41706,salvador,BA,237
CUS238,57046,maceio,AL,238
CUS239,91350,porto alegre,RS,239
CUS240,22620,rio de janeiro,RJ,240
CUS241,16204,birigui,SP,241
CUS242,14401,franca,SP,242
CUS243,25675,petropolis,RJ,243
CUS244,24220,niteroi,RJ,244
CUS245,90240,porto alegre,RS,245
CUS246,13520,sao pedro,SP,246
CUS247,84200,jaguariaiva,PR,247
CUS248,21515,rio de janeiro,RJ,248
CUS249,7847,franco da rocha,SP,249
CUS250,3609,sao paulo,SP,250
CUS251,72220,brasilia,DF,251
CUS252,12280,cacapava,SP,252
CUS253,13212,jundiai,SP,253
CUS254,41480,salvador,BA,254
CUS255,12420,pindamonhangaba,SP,255
CUS256,84500,irati,PR,256
CUS257,18380,ribeira,SP,257
CUS258,35160,ipatinga,MG,258
CUS259,4455,sao paulo,SP,259
CUS260,36200,barbacena,MG,260
CUS261,55700,limoeiro,PE,261
CUS262,76974,espigao do oeste,RO,262
CUS263,26155,belford roxo,RJ,263
CUS264,12215,sao jose dos campos,SP,264
CUS265,70770,brasilia,DF,265
CUS266,35171,coronel fabriciano,MG,266
CUS267,9960,diadema,SP,267
CUS268,72331,brasilia,DF,268
CUS269,72225,brasilia,DF,269
CUS270,11740,itanhaem,SP,270
CUS271,74825,goiania,GO,271
CUS272,14709,bebedouro,SP,272
CUS273,13465,americana,SP,273
CUS274,41308,salvador,BA,274
CUS275,36500,uba,MG,275
CUS276,86700,arapongas,PR,276
CUS277,13287,vinhedo,SP,277
CUS278,88304,itajai,SC,278
CUS279,79823,dourados,MS,279
CUS280,17033,bauru,SP,280
CUS281,14850,pradopolis,SP,281
CUS282,5171,sao paulo,SP,282
CUS283,78325,aripuana,MT,283
CUS284,12900,braganca paulista,SP,284
CUS285,4374,sao paulo,SP,285
CUS286,45840,guaratinga,BA,286
CUS287,4190,sao paulo,SP,287
CUS288,79904,ponta pora,MS,288
CUS289,16011,aracatuba,SP,289
CUS290,27265,volta redonda,RJ,290
CUS291,87025,maringa,PR,291
CUS292,7197,guarulhos,SP,292
CUS293,1527,sao paulo,SP,293
CUS294,4845,sao paulo,SP,294
CUS295,14802,araraquara,SP,295
CUS296,35367,matipo,MG,296
CUS297,24230,niteroi,RJ,297
CUS298,36205,barbacena,MG,298
CUS299,91130,porto alegre,RS,299
CUS300,95500,santo antonio da patrulha,RS,300
CUS301,1230,sao paulo,SP,301
CUS302,91760,porto alegre,RS,302
CUS303,27351,barra mansa,RJ,303
CUS304,60181,fortaleza,CE,304
CUS305,39100,diamantina,MG,305
CUS306,30330,belo horizonte,MG,306
CUS307,71505,brasilia,DF,307
CUS308,87050,maringa,PR,308
CUS309,41720,salvador,BA,309
CUS310,4003,sao paulo,SP,310
CUS311,27913,macae,RJ,311
CUS312,5792,sao paulo,SP,312
CUS313,18120,mairinque,SP,313
CUS314,31615,belo horizonte,MG,314
CUS315,85790,capitao leonidas marques,PR,315
CUS316,20735,rio de janeiro,RJ,316
CUS317,37950,sao sebastiao do paraiso,MG,317
CUS318,22240,rio de janeiro,RJ,318
CUS319,25645,petropolis,RJ,319
CUS320,2802,sao paulo,SP,320
CUS321,4744,sao paulo,SP,321
CUS322,3704,sao paulo,SP,322
CUS323,13416,piracicaba,SP,323
CUS324,26115,belford roxo,RJ,324
CUS325,73035,brasilia,DF,325
CUS326,74580,goiania,GO,326
CUS327,97590,rosario do sul,RS,327
CUS328,23820,itaguai,RJ,328
CUS329,3579,sao paulo,SP,329
CUS330,11420,guaruja,SP,330
CUS331,35774,paraopeba,MG,331
CUS332,9271,santo andre,SP,332
CUS333,13041,campinas,SP,333
CUS334,1321,sao paulo,SP,334
CUS335,20240,rio de janeiro,RJ,335
CUS336,31555,belo horizonte,MG,336
CUS337,85012,guarapuava,PR,337
CUS338,39885,crisolita,MG,338
CUS339,27175,pirai,RJ,339
CUS340,57062,maceio,AL,340
CUS341,29903,linhares,ES,341
CUS342,17120,agudos,SP,342
CUS343,2435,sao paulo,SP,343
CUS344,4116,sao paulo,SP,344
CUS345,21010,rio de janeiro,RJ,345
CUS346,25545,sao joao de meriti,RJ,346
CUS347,3105,sao paulo,SP,347
CUS348,21616,rio de janeiro,RJ,348
CUS349,88370,navegantes,SC,349
CUS350,13641,pirassununga,SP,350
CUS351,9686,sao bernardo do campo,SP,351
CUS352,89694,faxinal dos guedes,SC,352
CUS353,7251,guarulhos,SP,353
CUS354,71908,brasilia,DF,354
CUS355,72300,brasilia,DF,355
CUS356,88805,criciuma,SC,356
CUS357,29830,nova venecia,ES,357
CUS358,99010,passo fundo,RS,358
CUS359,2230,sao paulo,SP,359
CUS360,38400,uberlandia,MG,360
CUS361,6386,carapicuiba,SP,361
CUS362,20780,rio de janeiro,RJ,362
CUS363,38950,ibia,MG,363
CUS364,74986,aparecida de goiania,GO,364
CUS365,1310,sao paulo,SP,365
CUS366,11045,santos,SP,366
CUS367,36900,manhuacu,MG,367
CUS368,13178,sumare,SP,368
CUS369,68371,altamira,PA,369
CUS370,74423,goiania,GO,370
CUS371,22231,rio de janeiro,RJ,371
CUS372,88110,sao jose,SC,372
CUS373,3718,sao paulo,SP,373
CUS374,28495,aperibe,RJ,374
CUS375,11320,sao vicente,SP,375
CUS376,16010,aracatuba,SP,376
CUS377,78015,cuiaba,MT,377
CUS378,92320,canoas,RS,378
CUS379,32140,contagem,MG,379
CUS380,31330,belo horizonte,MG,380
CUS381,5093,sao paulo,SP,381
CUS382,30441,belo horizonte,MG,382
CUS383,11547,cubatao,SP,383
CUS384,87030,maringa,PR,384
CUS385,3923,sao paulo,SP,385
CUS386,13232,campo limpo paulista,SP,386
CUS387,86181,cambe,PR,387
CUS388,8576,itaquaquecetuba,SP,388
CUS389,9551,sao caetano do sul,SP,389
CUS390,12243,sao jose dos campos,SP,390
CUS391,5894,sao paulo,SP,391
CUS392,3574,sao paulo,SP,392
CUS393,39404,montes claros,MG,393
CUS394,40323,salvador,BA,394
CUS395,30240,belo horizonte,MG,395
CUS396,24240,niteroi,RJ,396
CUS397,22440,rio de janeiro,RJ,397
CUS398,7020,guarulhos,SP,398
CUS399,5596,sao paulo,SP,399
CUS400,35935,sao goncalo do rio abaixo,MG,400
CUS401,86600,rolandia,PR,401
CUS402,37410,tres coracoes,MG,402
CUS403,96570,cacapava do sul,RS,403
CUS404,2435,sao paulo,SP,404
CUS405,1424,sao paulo,SP,405
CUS406,1537,sao paulo,SP,406
CUS407,14050,ribeirao preto,SP,407
CUS408,24722,sao goncalo,RJ,408
CUS409,36680,sao joao nepomuceno,MG,409
CUS410,6722,cotia,SP,410
CUS411,24220,niteroi,RJ,411
CUS412,92035,canoas,RS,412
CUS413,22451,rio de janeiro,RJ,413
CUS414,74160,goiania,GO,414
CUS415,13610,leme,SP,415
CUS416,13600,araras,SP,416
CUS417,13201,jundiai,SP,417
CUS418,55525,cortes,PE,418
CUS419,35164,ipatinga,MG,419
CUS420,3183,sao paulo,SP,420
CUS421,14051,ribeirao preto,SP,421
CUS422,88351,brusque,SC,422
CUS423,60055,fortaleza,CE,423
CUS424,95780,montenegro,RS,424
CUS425,76630,itaberai,GO,425
CUS426,12413,pindamonhangaba,SP,426
CUS427,72620,brasilia,DF,427
CUS428,14270,santa rosa de viterbo,SP,428
CUS429,73780,agua fria de goias,GO,429
CUS430,11065,santos,SP,430
CUS431,99150,marau,RS,431
CUS432,35790,curvelo,MG,432
CUS433,24060,niteroi,RJ,433
CUS434,36080,juiz de fora,MG,434
CUS435,38408,uberlandia,MG,435
CUS436,13843,mogi-guacu,SP,436
CUS437,24350,niteroi,RJ,437
CUS438,8150,sao paulo,SP,438
CUS439,2559,sao paulo,SP,439
CUS440,3755,sao paulo,SP,440
CUS441,1227,sao paulo,SP,441
CUS442,30575,belo horizonte,MG,442
CUS443,6286,osasco,SP,443
CUS444,4001,sao paulo,SP,444
CUS445,12503,guaratingueta,SP,445
CUS446,9895,sao bernardo do campo,SP,446
CUS447,83209,paranagua,PR,447
CUS448,16403,lins,SP,448
CUS449,4401,sao paulo,SP,449
CUS450,93700,campo bom,RS,450
CUS451,14170,sertaozinho,SP,451
CUS452,2846,sao paulo,SP,452
CUS453,79640,tres lagoas,MS,453
CUS454,6765,taboao da serra,SP,454
CUS455,32044,contagem,MG,455
CUS456,24230,niteroi,RJ,456
CUS457,9250,santo andre,SP,457
CUS458,4160,sao paulo,SP,458
CUS459,17208,jau,SP,459
CUS460,81250,curitiba,PR,460
CUS461,95780,montenegro,RS,461
CUS462,88106,sao jose,SC,462
CUS463,78307,campos de julio,MT,463
CUS464,28999,saquarema,RJ,464
CUS465,9530,sao caetano do sul,SP,465
CUS466,13160,artur nogueira,SP,466
CUS467,48950,uaua,BA,467
CUS468,4342,sao paulo,SP,468
CUS469,6624,jandira,SP,469
CUS470,30431,belo horizonte,MG,470
CUS471,4182,sao paulo,SP,471
CUS472,4862,sao paulo,SP,472
CUS473,13275,valinhos,SP,473
CUS474,89705,concordia,SC,474
CUS475,28625,nova friburgo,RJ,475
CUS476,18051,sorocaba,SP,476
CUS477,20550,rio de janeiro,RJ,477
CUS478,35430,ponte nova,MG,478
CUS479,89245,araquari,SC,479
CUS480,12233,sao jose dos campos,SP,480
CUS481,36881,muriae,MG,481
CUS482,2302,sao paulo,SP,482
CUS483,6455,barueri,SP,483
CUS484,9061,santo andre,SP,484
CUS485,88372,navegantes,SC,485
CUS486,34004,nova lima,MG,486
CUS487,75400,inhumas,GO,487
CUS488,28250,italva,RJ,488
CUS489,2082,sao paulo,SP,489
CUS490,25802,tres rios,RJ,490
CUS491,26185,belford roxo,RJ,491
CUS492,97030,santa maria,RS,492
CUS493,45585,itagiba,BA,493
CUS494,88054,florianopolis,SC,494
CUS495,4717,sao paulo,SP,495
CUS496,38600,paracatu,MG,496
CUS497,22410,rio de janeiro,RJ,497
CUS498,82310,curitiba,PR,498
CUS499,22753,rio de janeiro,RJ,499
CUS500,89825,xaxim,SC,500
CUS501,20540,rio de janeiro,RJ,501
CUS502,9250,santo andre,SP,502
CUS503,85301,laranjeiras do sul,PR,503
CUS504,4704,sao paulo,SP,504
CUS505,8080,sao paulo,SP,505
CUS506,62740,itapiuna,CE,506
CUS507,8072,sao paulo,SP,507
CUS508,7143,guarulhos,SP,508
CUS509,13050,campinas,SP,509
CUS510,52120,recife,PE,510
CUS511,14055,ribeirao preto,SP,511
CUS512,35500,divinopolis,MG,512
CUS513,4772,sao paulo,SP,513
CUS514,13403,piracicaba,SP,514
CUS515,73808,formosa,GO,515
CUS516,24220,niteroi,RJ,516
CUS517,88058,florianopolis,SC,517
CUS518,35430,ponte nova,MG,518
CUS519,24315,niteroi,RJ,519
CUS520,13400,piracicaba,SP,520
CUS521,79130,rio brilhante,MS,521
CUS522,2365,sao paulo,SP,522
CUS523,3562,sao paulo,SP,523
CUS524,4571,sao paulo,SP,524
CUS525,16202,birigui,SP,525
CUS526,93900,ivoti,RS,526
CUS527,41820,salvador,BA,527
CUS528,48903,juazeiro,BA,528
CUS529,84025,ponta grossa,PR,529
CUS530,29830,nova venecia,ES,530
CUS531,58407,campina grande,PB,531
CUS532,22280,rio de janeiro,RJ,532
CUS533,6140,osasco,SP,533
CUS534,6056,osasco,SP,534
CUS535,18110,votorantim,SP,535
CUS536,4561,sao paulo,SP,536
CUS537,9321,maua,SP,537
CUS538,56000,salgueiro,PE,538
CUS539,12246,sao jose dos campos,SP,539
CUS540,20011,rio de janeiro,RJ,540
CUS541,12604,lorena,SP,541
CUS542,3546,sao paulo,SP,542
CUS543,24750,sao goncalo,RJ,543
CUS544,11432,guaruja,SP,544
CUS545,26083,nova iguacu,RJ,545
CUS546,2114,sao paulo,SP,546
CUS547,60834,fortaleza,CE,547
CUS548,85910,toledo,PR,548
CUS549,24360,niteroi,RJ,549
CUS550,28943,sao pedro da aldeia,RJ,550
CUS551,81670,curitiba,PR,551
CUS552,9861,sao bernardo do campo,SP,552
CUS553,22631,rio de janeiro,RJ,553
CUS554,22783,rio de janeiro,RJ,554
CUS555,75265,vianopolis,GO,555
CUS556,57311,arapiraca,AL,556
CUS557,45810,porto seguro,BA,557
CUS558,27251,volta redonda,RJ,558
CUS559,1536,sao paulo,SP,559
CUS560,1455,sao paulo,SP,560
CUS561,81540,curitiba,PR,561
CUS562,24724,sao goncalo,RJ,562
CUS563,6114,osasco,SP,563
CUS564,1224,sao paulo,SP,564
CUS565,26265,nova iguacu,RJ,565
CUS566,6454,barueri,SP,566
CUS567,76875,ariquemes,RO,567
CUS568,89150,presidente getulio,SC,568
CUS569,72548,brasilia,DF,569
CUS570,31872,belo horizonte,MG,570
CUS571,22440,rio de janeiro,RJ,571
CUS572,88052,florianopolis,SC,572
CUS573,83880,rio negro,PR,573
CUS574,32260,contagem,MG,574
CUS575,95050,caxias do sul,RS,575
CUS576,91370,porto alegre,RS,576
CUS577,60135,fortaleza,CE,577
CUS578,20270,rio de janeiro,RJ,578
CUS579,97110,santa maria,RS,579
CUS580,21810,rio de janeiro,RJ,580
CUS581,4649,sao paulo,SP,581
CUS582,17209,jau,SP,582
CUS583,51021,recife,PE,583
CUS584,23059,rio de janeiro,RJ,584
CUS585,9415,ribeirao pires,SP,585
CUS586,55565,sao jose da coroa grande,PE,586
CUS587,22631,rio de janeiro,RJ,587
CUS588,29820,agua doce do norte,ES,588
CUS589,9850,sao bernardo do campo,SP,589
CUS590,75083,anapolis,GO,590
CUS591,16700,guararapes,SP,591
CUS592,25650,petropolis,RJ,592
CUS593,3122,sao paulo,SP,593
CUS594,8671,suzano,SP,594
CUS595,95170,farroupilha,RS,595
CUS596,9361,maua,SP,596
CUS597,23076,rio de janeiro,RJ,597
CUS598,12281,cacapava,SP,598
CUS599,39900,almenara,MG,599
CUS600,28893,rio das ostras,RJ,600
CUS601,94080,gravatai,RS,601
CUS602,51030,recife,PE,602
CUS603,46100,brumado,BA,603
CUS604,5577,sao paulo,SP,604
CUS605,30380,belo horizonte,MG,605
CUS606,8235,sao paulo,SP,606
CUS607,22755,rio de janeiro,RJ,607
CUS608,28051,campos dos goytacazes,RJ,608
CUS609,17512,marilia,SP,609
CUS610,35900,itabira,MG,610
CUS611,18070,sorocaba,SP,611
CUS612,23040,rio de janeiro,RJ,612
CUS613,4617,sao paulo,SP,613
CUS614,78540,claudia,MT,614
CUS615,88045,florianopolis,SC,615
CUS616,21240,rio de janeiro,RJ,616
CUS617,7072,guarulhos,SP,617
CUS618,9531,sao caetano do sul,SP,618
CUS619,30881,belo horizonte,MG,619
CUS620,22780,rio de janeiro,RJ,620
CUS621,2452,sao paulo,SP,621
CUS622,35660,para de minas,MG,622
CUS623,24240,niteroi,RJ,623
CUS624,14530,miguelopolis,SP,624
CUS625,14745,terra roxa,SP,625
CUS626,13140,paulinia,SP,626
CUS627,38442,araguari,MG,627
CUS628,32145,contagem,MG,628
CUS629,22775,rio de janeiro,RJ,629
CUS630,12288,cacapava,SP,630
CUS631,88505,lages,SC,631
CUS632,72210,brasilia,DF,632
CUS633,23090,rio de janeiro,RJ,633
CUS634,6824,embu das artes,SP,634
CUS635,28997,saquarema,RJ,635
CUS636,21550,rio de janeiro,RJ,636
CUS637,13482,limeira,SP,637
CUS638,92425,canoas,RS,638
CUS639,3805,sao paulo,SP,639
CUS640,15010,sao jose do rio preto,SP,640
CUS641,12081,taubate,SP,641
CUS642,60055,fortaleza,CE,642
CUS643,15775,santa fe do sul,SP,643
CUS644,7700,caieiras,SP,644
CUS645,3575,sao paulo,SP,645
CUS646,23810,itaguai,RJ,646
CUS647,36800,carangola,MG,647
CUS648,39648,chapada do norte,MG,648
CUS649,13063,campinas,SP,649
CUS650,87900,loanda,PR,650
CUS651,14409,franca,SP,651
CUS652,27470,passa tres,RJ,652
CUS653,18190,aracoiaba da serra,SP,653
CUS654,26022,nova iguacu,RJ,654
CUS655,91751,porto alegre,RS,655
CUS656,29305,cachoeiro de itapemirim,ES,656
CUS657,24812,itaborai,RJ,657
CUS658,36047,juiz de fora,MG,658
CUS659,13486,limeira,SP,659
CUS660,28495,aperibe,RJ,660
CUS661,29090,vitoria,ES,661
CUS662,20230,rio de janeiro,RJ,662
CUS663,3429,sao paulo,SP,663
CUS664,89280,sao bento do sul,SC,664
CUS665,26013,nova iguacu,RJ,665
CUS666,13339,indaiatuba,SP,666
CUS667,96211,rio grande,RS,667
CUS668,95097,caxias do sul,RS,668
CUS669,18550,boituva,SP,669
CUS670,25963,teresopolis,RJ,670
CUS671,12995,pinhalzinho,SP,671
CUS672,56312,petrolina,PE,672
CUS673,3178,sao paulo,SP,673
CUS674,59063,natal,RN,674
CUS675,9950,diadema,SP,675
CUS676,80230,curitiba,PR,676
CUS677,1526,sao paulo,SP,677
CUS678,9030,santo andre,SP,678
CUS679,8431,sao paulo,SP,679
CUS680,8686,suzano,SP,680
CUS681,18900,santa cruz do rio pardo,SP,681
CUS682,47800,barreiras,BA,682
CUS683,13845,mogi-guacu,SP,683
CUS684,4313,sao paulo,SP,684
CUS685,88085,florianopolis,SC,685
CUS686,39480,januaria,MG,686
CUS687,27170,ipiabas,RJ,687
CUS688,76105,firminopolis,GO,688
CUS689,89227,joinville,SC,689
CUS690,20530,rio de janeiro,RJ,690
CUS691,6414,barueri,SP,691
CUS692,13733,mococa,SP,692
CUS693,30882,belo horizonte,MG,693
CUS694,4297,sao paulo,SP,694
CUS695,23058,rio de janeiro,RJ,695
CUS696,85139,vitoria,PR,696
CUS697,29057,vitoria,ES,697
CUS698,27600,valenca,RJ,698
CUS699,89900,sao miguel do oeste,SC,699
CUS700,26210,nova iguacu,RJ,700
CUS701,14405,franca,SP,701
CUS702,40323,salvador,BA,702
CUS703,74825,goiania,GO,703
CUS704,3423,sao paulo,SP,704
CUS705,20561,rio de janeiro,RJ,705
CUS706,9614,sao bernardo do campo,SP,706
CUS707,13840,mogi-guacu,SP,707
CUS708,2410,sao paulo,SP,708
CUS709,13346,indaiatuba,SP,709
CUS710,5021,sao paulo,SP,710
CUS711,1008,sao paulo,SP,711
CUS712,12945,atibaia,SP,712
CUS713,39401,montes claros,MG,713
CUS714,71907,brasilia,DF,714
CUS715,84061,ponta grossa,PR,715
CUS716,13635,pirassununga,SP,716
CUS717,13412,piracicaba,SP,717
CUS718,15700,jales,SP,718
CUS719,25585,sao joao de meriti,RJ,719
CUS720,50960,recife,PE,720
CUS721,2374,sao paulo,SP,721
CUS722,11310,sao vicente,SP,722
CUS723,55570,rio formoso,PE,723
CUS724,31975,belo horizonte,MG,724
CUS725,20040,rio de janeiro,RJ,725
CUS726,2804,sao paulo,SP,726
CUS727,20775,rio de janeiro,RJ,727
CUS728,71720,brasilia,DF,728
